Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Altura (product.metafields.custom.height),Comprimento (product.metafields.custom.length),Largura (product.metafields.custom.width),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bra closure type (product.metafields.shopify.bra-closure-type),Bra coverage (product.metafields.shopify.bra-coverage),Bra features (product.metafields.shopify.bra-features),Bra strap type (product.metafields.shopify.bra-strap-type),Bra style (product.metafields.shopify.bra-style),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Cup size (product.metafields.shopify.cup-size),Fabric (product.metafields.shopify.fabric),Material (product.metafields.shopify.material),Pants length type (product.metafields.shopify.pants-length-type),Shape (product.metafields.shopify.shape),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
calcinha-luna-enchimento-no-bumbum-e-cintura-alta,Calcinha Luna? - Enchimento no Bumbum e Cintura alta,"<h1 style=""text-align: center;"" data-mce-fragment=""1"">Enchimento no Bumbum e Cintura alta</h1>
<div style=""text-align: center;"" data-mce-fragment=""1"">Apresentamos a incrível Calcinha Luna?, a solução perfeita para realçar suas curvas e valorizar seu corpo de forma natural e confortável. Se você deseja um bumbum mais volumoso e uma cintura mais definida, essa calcinha é a escolha ideal para você.</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">.<img alt="""" src=""https://cdn.shopify.com/s/files/1/0464/0928/5793/files/maxresdefault_480x480.jpg?v=1630328275"" width=""542"" height=""305"" data-mce-src=""https://cdn.shopify.com/s/files/1/0464/0928/5793/files/maxresdefault_480x480.jpg?v=1630328275"" data-mce-fragment=""1"">
</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">A Calcinha Luna? foi cuidadosamente projetada com um enchimento estrategicamente posicionado no bumbum, proporcionando um efeito de levantamento e volume, realçando suas curvas de maneira sutil e natural. Além disso, seu modelo de cintura alta ajuda a modelar a cintura, proporcionando um visual mais esbelto e elegante.</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">.<img src=""https://cdn.shopify.com/s/files/1/0464/0928/5793/products/Hb95823bcbd604ccd99b6a26e94762a78u_480x480.jpg?v=1631669981"" alt="""" width=""543"" height=""543"" data-mce-src=""https://cdn.shopify.com/s/files/1/0464/0928/5793/products/Hb95823bcbd604ccd99b6a26e94762a78u_480x480.jpg?v=1631669981"" data-mce-fragment=""1"">
</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">Feita com materiais de alta qualidade e conforto, a Calcinha Luna? é suave ao toque e se ajusta perfeitamente ao seu corpo, garantindo conforto durante todo o dia. Sua modelagem anatômica e elástica permite liberdade de movimento, tornando-a ideal para uso diário, seja no trabalho, na academia ou em momentos de lazer.</div>
<div style=""text-align: center;"" data-mce-fragment=""1"">.<img src=""https://cdn.shopify.com/s/files/1/0464/0928/5793/products/Ha8b0c05ff6534d438c7657e4db531769Y_480x480.jpg?v=1631669983"" alt="""" width=""541"" height=""541"" data-mce-src=""https://cdn.shopify.com/s/files/1/0464/0928/5793/products/Ha8b0c05ff6534d438c7657e4db531769Y_480x480.jpg?v=1631669983"" data-mce-fragment=""1"">
</div>
<div style=""text-align: center;"">Aproveite agora mesmo para adquirir a Calcinha Luna? e sinta-se ainda mais poderosa e confiante em suas roupas. Com esse incrível enchimento no bumbum e o design de cintura alta, você terá um visual irresistível que vai fazer você se destacar em qualquer lugar.</div>
<div style=""text-align: center;"">.<img alt="""" src=""https://cdn.shopify.com/s/files/1/0464/0928/5793/products/Hb9b878fd9c5e4c3d9937267608d5012d4_480x480.jpg?v=1631669993"" width=""536"" height=""536"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0464/0928/5793/products/Hb9b878fd9c5e4c3d9937267608d5012d4_480x480.jpg?v=1631669993"">
</div>
<div style=""text-align: center;"">Não deixe essa oportunidade passar! Experimente a Calcinha Luna? e descubra o poder de realçar suas curvas de forma natural e confortável. Seja a mulher segura e empoderada que você sempre quis ser com a Calcinha Luna?!</div>",LOJA,,"",Beleza,true,Cor,Bege,,Tamanho,P,,,,,14:771;5:100014064,0.0,,deny,manual,168.02,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/H4bb9c426f6e045c5999e84138c943fe7F.jpg?v=1735593200,1,imagem produto,false,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Hffa511cb4e384b359684ccfa5b5b5a2ba.jpg?v=1735593200,kg,,,active
calcinha-luna-enchimento-no-bumbum-e-cintura-alta,,,,,,,,,Bege,,,M,,,,,14:771;5:361386,0.0,,deny,manual,168.02,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/H4bb9c426f6e045c5999e84138c943fe7F_defb9707-c297-47d1-8f5a-684cd31ef14a.jpg?v=1735593200,2,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Hffa511cb4e384b359684ccfa5b5b5a2ba.jpg?v=1735593200,kg,,,
calcinha-luna-enchimento-no-bumbum-e-cintura-alta,,,,,,,,,Bege,,,G,,,,,14:771;5:361385,0.0,,deny,manual,168.02,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Hb95823bcbd604ccd99b6a26e94762a78u.jpg?v=1735593200,3,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Hffa511cb4e384b359684ccfa5b5b5a2ba.jpg?v=1735593200,kg,,,
calcinha-luna-enchimento-no-bumbum-e-cintura-alta,,,,,,,,,Bege,,,GG,,,,,14:771;5:100014065,0.0,,deny,manual,168.02,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Ha8b0c05ff6534d438c7657e4db531769Y.jpg?v=1735593200,4,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Hffa511cb4e384b359684ccfa5b5b5a2ba.jpg?v=1735593200,kg,,,
calcinha-luna-enchimento-no-bumbum-e-cintura-alta,,,,,,,,,Preto,,,P,,,,,14:193;5:100014064,0.0,,deny,manual,168.02,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Hf4c7020eeed147fc884613e419267c10s.jpg?v=1735593200,5,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Hb9b878fd9c5e4c3d9937267608d5012d4.jpg?v=1735593200,kg,,,
calcinha-luna-enchimento-no-bumbum-e-cintura-alta,,,,,,,,,Preto,,,M,,,,,14:193;5:361386,0.0,,deny,manual,168.02,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Hffa511cb4e384b359684ccfa5b5b5a2ba.jpg?v=1735593200,6,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Hb9b878fd9c5e4c3d9937267608d5012d4.jpg?v=1735593200,kg,,,
calcinha-luna-enchimento-no-bumbum-e-cintura-alta,,,,,,,,,Preto,,,G,,,,,14:193;5:361385,0.0,,deny,manual,168.02,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Hb9b878fd9c5e4c3d9937267608d5012d4.jpg?v=1735593200,7,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Hb9b878fd9c5e4c3d9937267608d5012d4.jpg?v=1735593200,kg,,,
calcinha-luna-enchimento-no-bumbum-e-cintura-alta,,,,,,,,,Preto,,,GG,,,,,14:193;5:100014065,0.0,,deny,manual,168.02,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Hb9b878fd9c5e4c3d9937267608d5012d4.jpg?v=1735593200,kg,,,
poltrona-inflavel-ultra-com-puff-sofa-preguicoso,Poltrona inflável ultra com Puff sofá preguiçoso,"<h1 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">POLTRONA INFLAVEL ULTRA COM PUFF SOFÁ PREGUIÇOSO</span></span></h1>
<h2 style=""text-align: center;""><img alt=""Poltrona Ultra Lounge Inflável Puff Sofá Preguiçoso Portátil"" src=""https://http2.mlstatic.com/D_NQ_NP_905535-MLB74214679905_012024-O.webp""></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Esta poltrona inflável é ideal para quem busca elegância e praticidade. </span><span style=""vertical-align: inherit;"">Moderna, bonita e muito confortável, a poltrona se adapta aos mais diversos ambientes. </span><span style=""vertical-align: inherit;"">O material tem toque confortável e os gomos são anatômicos, proporcionando um encaixe perfeito para o corpo. </span><span style=""vertical-align: inherit;"">Harmoniza perfeitamente com um cantinho para relaxar.</span></span></h2>
<h2 style=""text-align: center;""><img alt=""Poltrona Inflável Ultra Lounge Com Pufe Sofá Preguiçoso - Multipart -  Poltronas - Magazine Luiza"" src=""https://a-static.mlcdn.com.br/450x450/poltrona-inflavel-ultra-lounge-com-pufe-sofa-preguicoso-multipart/shoponedica/esto0002-93118/13e475a5618b4b1d7a04f682b69f9416.jpeg""></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Com costuras e material reforçado a flexibilidade pode ser usado em acampamentos, em quartos para jovens universitários, na piscina. </span><span style=""vertical-align: inherit;"">Qualquer ambiente interno ou externo. </span><span style=""vertical-align: inherit;"">Por ser inflável, o sofá pode ser carregado em reboques ou motorhomes, no seu carro e na mudança de casa de forma muito prática e sem ocupar muito espaço.</span></span></h2>
<h2 style=""text-align: center;""><img alt=""Poltrona Ultra Lounge Inflável Puff Sofá Preguiçoso Portátil"" src=""https://http2.mlstatic.com/D_NQ_NP_884177-MLB73779459686_012024-O.webp""></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">A poltrona acompanha um puff, pode ser usada como banqueta ou apoio para os pés. </span><span style=""vertical-align: inherit;"">Pode ser enchido e esvaziado rapidamente, tornando seu uso muito prático para viagens ou ambientes com pouco espaço.</span></span></h2>
<h2 style=""text-align: center;""><img alt=""Poltrona Inflável Intex Para Lounge Sofá Pufe Puff Conforto | Parcelamento  sem juros"" src=""https://http2.mlstatic.com/D_NQ_NP_920121-MLB74132161758_012024-O.webp""></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">CARACTERÍSTICAS:</span></span></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">- Poltrona com sopro</span></span></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">- Toque aveludado</span></span></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">- Gomos anatômicos</span></span></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">- Dobras de fácil armazenamento</span></span></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">- Válvulas com aberturas largas para inflar e esvaziar rapidamente</span></span></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">- Capacidade de peso: 100kg</span></span></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">- Material: Vinil, PVC e fibra revestida</span></span></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">- Peso na embalagem: 1,7kg</span></span></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">- Tamanho da poltrona (comprimento/altura/profundidade): 130cm x 76cm x 99cm</span></span></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">- Tamanho do puff (diâmetro/altura): 64cm x 28cm</span></span></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">-COR: CONFORME DISPONIBILIDADE DE ESTOQUE</span></span></h2>
<h2 style=""text-align: center;""><br></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">CONTEM NA EMBALAGEM:</span></span></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">- 1 poltrona inflável</span></span></h2>
<h2 style=""text-align: center;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">- 1 puff inflável</span></span></h2>",marketplace,,"","Casa, dplk_pdt_205",true,Title,Default Title,,,,,,,,PoltronaInflavel,0.0,,deny,manual,385.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/catalog_product_image_169637255377213.jpg?v=1735593200,1,imagem produto,false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
mini-camera-espia-com-sensor-noturno-smartcan,Mini Câmera Espiã Com Sensor Noturno/SmartCan,"<h1 style=""text-align: center;""><span style=""color: #ff2a00;""></span></h1>
<h1 style=""text-align: center;"">Investimento em segurança nunca foi tão necessário!</h1>
<p style=""text-align: center;"">Chegou a nova <strong>Mini Câmera</strong> Espiã <strong>SmartCan</strong>, com<strong> tecnologia importada</strong> diretamente dos <strong>Estados Unidos</strong> a <strong>SmartCan</strong> já foi utilizada em<strong> importantes missões militares,</strong> por seu<strong> pequeno tamanho e incrível qualidade de vídeo! </strong></p>
<p style=""text-align: center;""><strong><img height=""299"" width=""517"" src=""https://cdn.shopify.com/s/files/1/1594/3313/files/gif2_large.gif?v=1529473928""></strong></p>
<h1 style=""text-align: center;""><strong>Tecnologia Nano Security</strong></h1>
<p style=""text-align: center;""><span>Com uma tecnologia de ponta </span><strong>Nano Security,</strong><span> a Super </span><strong>Mini Câmera Espiã HD 1080p</strong><span> consegue proporcionar uma</span><strong> imagem de alta qualidade, </strong><span>mesmo com um tamanho super reduzido e a um preço acessível a todos, diferente das câmeras convencionais! </span></p>
<p style=""text-align: center;""><span><img height=""263"" width=""520"" src=""https://i.ibb.co/kgWS5r8/ezgif-com-gif-maker-2.gif"" alt=""A menor câmera do mundo - Ofetasbras""></span></p>
<section data-element_type=""section"" data-id=""6a179e5"" class=""elementor-section elementor-top-section elementor-element elementor-element-6a179e5 elementor-section-boxed elementor-section-height-default elementor-section-height-default"">
<div class=""elementor-container elementor-column-gap-default"">
<div class=""elementor-row"">
<div data-element_type=""column"" data-id=""36c29d1"" class=""elementor-column elementor-col-100 elementor-top-column elementor-element elementor-element-36c29d1"">
<div class=""elementor-column-wrap elementor-element-populated"">
<div class=""elementor-widget-wrap"">
<div data-widget_type=""heading.default"" data-element_type=""widget"" data-id=""4449723"" class=""elementor-element elementor-element-4449723 elementor-widget elementor-widget-heading"">
<div class=""elementor-widget-container"">
<h1 style=""text-align: center;"" class=""elementor-heading-title elementor-size-xl""><strong>Microfone de Alta Sensibilidade</strong></h1>
<p style=""text-align: center;"">Não deixe de captar os sons do ambiente com <strong>alta precisão,</strong> e com seu<strong> sensor de movimento infravermelho</strong> você pode <strong>programar a sua câmera</strong> para filmar na hora certa, <strong>sem precisar acioná-la</strong> por algum dispositivo.</p>
<p style=""text-align: center;""><img src=""https://cdn.shopify.com/s/files/1/0555/2262/3541/files/Captura_de_tela_2022-01-23_144458_480x480.jpg?v=1642960060""></p>
<p style=""text-align: center;""><br></p>
<h2 style=""text-align: center;"">ASSITA TUDO NO COMPUTADOR OU PC</h2>
<section data-element_type=""section"" data-id=""d7f036c"" class=""elementor-section elementor-top-section elementor-element elementor-element-d7f036c elementor-section-boxed elementor-section-height-default elementor-section-height-default"">
<div class=""elementor-container elementor-column-gap-default"">
<div class=""elementor-row"">
<div data-element_type=""column"" data-id=""262e7c7"" class=""elementor-column elementor-col-100 elementor-top-column elementor-element elementor-element-262e7c7"">
<div class=""elementor-column-wrap elementor-element-populated"">
<div class=""elementor-widget-wrap"">
<div data-widget_type=""text-editor.default"" data-element_type=""widget"" data-id=""f40a4e0"" class=""elementor-element elementor-element-f40a4e0 elementor-widget elementor-widget-text-editor"">
<div class=""elementor-widget-container"">
<p style=""text-align: center;"">A mini câmera é acompanhada por um cabo USB, permitindo que você transfira seus arquivos para o seu computador e carregue o dispositivo. O mesmo cabo também vem com uma ponta RCA, possibilitando que você assista seus vídeos e fotos na tela da sua TV!</p>
<p style=""text-align: center;""><img data-mce-fragment=""1"" alt=""Micro Câmera Espiã - Ofertasbras"" src=""https://cdn.shopify.com/s/files/1/0318/5944/1795/files/Design_sem_nome_480x480_137ebef7-ec84-4ab0-ab3f-a4347b6b3c5d_480x480_1_480x480.png?v=1617418657"" width=""480x480"" height=""480x480"" data-mce-src=""https://cdn.shopify.com/s/files/1/0318/5944/1795/files/Design_sem_nome_480x480_137ebef7-ec84-4ab0-ab3f-a4347b6b3c5d_480x480_1_480x480.png?v=1617418657""></p>
<p style=""text-align: center;"">Especificações:<br>Mini Câmera SQ11 1080P full HD, gravador DVR<br>Alta definição Full HD1080P<br>Design compacto, apenas 25 x 25 x 17 mm<br>Formato de vídeo: 1920 x 1080P, 1280 x 720P<br>Suporte a saída de TV, conexão de vídeo do monitor de TV<br><br></p>
<p style=""text-align: center;"">Itens Inclusos:<br>1 x Mini DVR câmera<br>1 x Cabo USB / TV 2 em 1<br>1 x Suporte<br>1 x Clip<br>1 x Manual do Usuário</p>
<div class=""product-single__description rte"" itemprop=""description"">
<h2 style=""text-align: center;""><strong data-mce-fragment=""1""><span data-mce-fragment=""1""></span></strong></h2>
</div>
<div data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div class=""product-single__description rte"" itemprop=""description"">
<div id=""agLzLnQykFCU48n0FkOSTdH2NfMm1LE9"" class=""widget widget-text""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</section>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</section>",Loja,,"",Câmeras Drones,true,Cor,Preto + Visão Noturna,,,,,,,,14:10#black,0.0,,deny,manual,129.80,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/HTB1HN8Vd46I8KJjy0Fg760XzVXaI_2048x2048_f618a841-0c1f-41ea-9951-65329aeca0ea.png?v=1735593199,1,imagem produto,false,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/HTB1HN8Vd46I8KJjy0Fg760XzVXaI_2048x2048_f618a841-0c1f-41ea-9951-65329aeca0ea.png?v=1735593199,kg,,,active
mini-camera-espia-com-sensor-noturno-smartcan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/3123123_500x_19936b2b-8b12-4d6b-bae5-3f0b572bb5ea.png?v=1735593199,2,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mini-camera-espia-com-sensor-noturno-smartcan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/Hdcca0247d1854c85befdfda0d67a551aG_2048x2048_a3bdd7cc-25ce-4cb0-b4b7-fb6fc019fd7f.jpg?v=1735593199,3,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tenis-feminino-corashoes,Tênis Feminino Corashoes,"<h1></h1>
<p style=""text-align: center;""><strong>Muito mais do que um simples par de tênis: é um alivio para o seu corpo inteiro.</strong></p>
<p style=""text-align: center;""><img src=""https://ae01.alicdn.com/kf/Hf447a59f04d34f58b85bfac71758625aB.jpg""></p>
<p style=""text-align: center;""><img src=""https://ae01.alicdn.com/kf/H63a7d9767d724b42a7a5191c8060dca4r.jpg""></p>
<p style=""text-align: center;""><img src=""https://ae01.alicdn.com/kf/H17133d8c186d44e585e5f2a0ed4aeca42.jpg""></p>
<p style=""text-align: center;""><span></span> <span>É o calçado ideal para tratar e prevenir doenças como fascite plantar, artrite, artrose, hérnia de disco, entorses, problemas de postura e muitas outras.</span></p>
<p style=""text-align: center;""><img src=""https://ae01.alicdn.com/kf/H957edcc7242d4ae98ea0d0e9537d6b67j.jpg"">  <img src=""https://ae01.alicdn.com/kf/H2dbaca6b98614e3e8fec4d76dca88c7cH.jpg""></p>
<p style=""text-align: center;""><strong> Estilo único e leveza incomparável.</strong></p>
<p style=""text-align: center;"">‘Ele é tão leve que sinto como se estivesse caminhando descalço...’</p>
<p style=""text-align: center;""><img src=""https://ae01.alicdn.com/kf/H11ace29702cf49b486f27d87fa38eba8e.jpg""></p>
<p style=""text-align: center;""><span>Ideal para qualquer estação, seu design estiloso e diferenciado permite que você o use durante o dia inteiro sem se preocupar com desconforto, nem com o excesso de suor que tende a provocar mau cheiro. </span></p>
<p style=""text-align: center;""><strong>Além de um conforto absurdo, você ganha muito estilo e praticidade.</strong></p>
<p style=""text-align: center;""><strong>Peça já o seu e garanta vários dias felizes!</strong></p>
<p style=""text-align: center;""> <img data-mce-fragment=""1"" alt="""" src=""https://cdn.shopify.com/s/files/1/0766/3553/7686/files/varios_480x480_1f72b57c-0cf7-4c83-84d9-e3286da7594f_480x480.png?v=1690570253"" data-mce-src=""https://cdn.shopify.com/s/files/1/0766/3553/7686/files/varios_480x480_1f72b57c-0cf7-4c83-84d9-e3286da7594f_480x480.png?v=1690570253""><br> <script src=""chrome-extension://hhojmcideegachlhfgfdhailpfhgknjm/web_accessible_resources/index.js""></script></p>",GENERICOS,,"","Casa, Casa cozinha e jardim, novidades",true,Cor,Cinza Claro,,Tamanho,35,,,,,14:200006151;200322262:202623855#35,0.0,,deny,manual,187.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/tenis-feminino-corashoes-loja-rinove-1.jpg?v=1735593201,1,imagem produto,false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
tenis-feminino-corashoes,,,,,,,,,Vinho,,,35,,,,,14:200002984;200322262:202623855#35,0.0,,deny,manual,187.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/tenis-feminino-corashoes-loja-rinove-2.jpg?v=1735593201,2,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tenis-feminino-corashoes,,,,,,,,,Branco,,,35,,,,,14:29;200322262:202623855#35,0.0,,deny,manual,187.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/tenis-feminino-corashoes-loja-rinove-3.webp?v=1735593201,3,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tenis-feminino-corashoes,,,,,,,,,Preto,,,35,,,,,14:193;200322262:202623855#35,0.0,,deny,manual,187.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/tenis-feminino-corashoes-loja-rinove-4.jpg?v=1735593201,4,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tenis-feminino-corashoes,,,,,,,,,Roxo,,,35,,,,,14:496;200322262:202623855#35,0.0,,deny,manual,187.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/tenis-feminino-corashoes-loja-rinove-5.jpg?v=1735593201,5,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tenis-feminino-corashoes,,,,,,,,,Rosa Claro,,,35,,,,,14:771#lightpink;200322262:202623855#35,0.0,,deny,manual,187.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/tenis-feminino-corashoes-loja-rinove-6.jpg?v=1735593201,6,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tenis-feminino-corashoes,,,,,,,,,Pink,,,35,,,,,14:1052;200322262:202623855#35,0.0,,deny,manual,187.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/tenis-feminino-corashoes-loja-rinove-7.jpg?v=1735593201,7,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tenis-feminino-corashoes,,,,,,,,,Camel,,,35,,,,,14:4602;200322262:202623855#35,0.0,,deny,manual,187.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/tenis-feminino-corashoes-loja-rinove-8.jpg?v=1735593201,8,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tenis-feminino-corashoes,,,,,,,,,Cinza Claro,,,36,,,,,14:200006151;200322262:202623856#36,0.0,,deny,manual,187.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/tenis-feminino-corashoes-loja-rinove-9.jpg?v=1735593201,9,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tenis-feminino-corashoes,,,,,,,,,Vinho,,,36,,,,,14:200002984;200322262:202623856#36,0.0,,deny,manual,187.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/tenis-feminino-corashoes-loja-rinove-10.jpg?v=1735593201,10,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tenis-feminino-corashoes,,,,,,,,,Branco,,,36,,,,,14:29;200322262:202623856#36,0.0,,deny,manual,187.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/tenis-feminino-corashoes-loja-rinove-11.jpg?v=1735593201,11,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tenis-feminino-corashoes,,,,,,,,,Preto,,,36,,,,,14:193;200322262:202623856#36,0.0,,deny,manual,187.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/tenis-feminino-corashoes-loja-rinove-12.webp?v=1735593201,12,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tenis-feminino-corashoes,,,,,,,,,Roxo,,,36,,,,,14:496;200322262:202623856#36,0.0,,deny,manual,187.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/tenis-feminino-corashoes-loja-rinove-13.jpg?v=1735593201,13,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tenis-feminino-corashoes,,,,,,,,,Rosa Claro,,,36,,,,,14:771#lightpink;200322262:202623856#36,0.0,,deny,manual,187.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/tenis-feminino-corashoes-loja-rinove-14.webp?v=1735593201,14,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tenis-feminino-corashoes,,,,,,,,,Pink,,,36,,,,,14:1052;200322262:202623856#36,0.0,,deny,manual,187.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0629/8858/3043/files/tenis-feminino-corashoes-loja-rinove-15.jpg?v=1735593201,15,imagem produto,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tenis-feminino-corashoes,,,,,,,,,Camel,,,36,,,,,14:4602;200322262:202623856#36,0.0,,deny,manual,187.90,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
